deleted_at	pronunciation_id	reason	character_headword	tone_marks	similar_sound	annotation_format	remarks_pronunciation
2026-06-02 09:12:56	F15006_01b	声点は汚れ（F15006_01 参照）。音注字かつ声点なしのため削除。	膳	平	音膳（平）	音注声点有_類音注等	音注字
